,Age,Potential,Value,Wage,Acceleration,Aggression,Agility,Balance,Ball_control,Composure,Crossing,Curve,Dribbling,Finishing,Sprint_speed,Stamina,Strength,Vision,Preferred_Positions
10028,25,68.0,€700K,4000.0,62,65,76,73,64,65,52,62,62,60,65,67,61,60,ST 
10032,20,79.0,€1.2M,20000.0,79,49,81,71,66,55,46,42,65,69,81,69,62,54,LM ST 
10042,25,67.0,€650K,3000.0,74,46,72,47,64,59,62,63,65,63,76,82,77,55,ST LM 
10047,23,72.0,€775K,9000.0,65,61,63,68,60,53,36,33,65,68,66,68,72,50,ST 
10049,26,66.0,€650K,3000.0,86,56,80,82,60,66,55,50,58,64,84,70,72,45,ST 
10059,27,65.0,€575K,10000.0,69,33,69,67,65,55,55,58,66,70,69,73,73,58,ST RM 
10072,23,72.0,€775K,4000.0,61,28,56,58,65,48,39,45,63,70,62,60,59,47,CAM ST 
10081,21,75.0,€875K,1000.0,91,29,85,68,67,44,52,46,66,63,91,80,46,55,ST RM 
10082,22,73.0,€800K,4000.0,75,70,65,65,68,56,60,49,67,60,79,70,59,52,ST RM LM 
10087,25,68.0,€700K,4000.0,85,34,73,58,58,66,44,41,65,65,77,78,76,49,ST 
10097,24,70.0,€725K,3000.0,63,65,54,53,63,55,34,39,55,65,67,61,78,56,ST 
10100,21,73.0,€825K,2000.0,77,63,66,56,58,60,28,36,58,63,82,54,78,59,ST 
10101,22,74.0,€850K,11000.0,73,40,58,63,65,67,38,46,60,63,75,67,71,58,ST 
10110,24,72.0,€775K,3000.0,80,59,69,58,64,62,21,33,59,67,73,69,77,54,ST 
10117,24,69.0,€725K,1000.0,70,53,71,63,65,63,30,32,61,63,76,53,80,36,ST 
10126,27,65.0,€575K,3000.0,76,36,82,73,67,65,62,62,68,64,74,71,57,66,RM LM CAM ST 
10138,25,68.0,€700K,2000.0,65,34,61,70,61,57,55,60,65,69,68,68,61,55,RW LM CF ST 
10142,29,65.0,€525K,4000.0,84,43,83,80,62,63,60,58,67,60,88,64,65,61,ST LM RM 
10144,21,75.0,€875K,7000.0,73,31,65,71,71,59,53,61,63,66,67,38,40,58,ST 
10145,28,65.0,€550K,4000.0,51,57,56,38,65,62,42,57,59,64,45,58,89,47,CM ST 
10151,31,65.0,€475K,2000.0,84,81,83,90,58,68,51,52,62,66,76,66,57,57,ST 
10155,20,75.0,€875K,4000.0,69,36,73,74,57,53,34,48,63,68,68,67,45,63,ST 
10165,27,66.0,€625K,2000.0,72,42,71,66,60,60,56,53,61,66,70,73,62,58,ST 
10171,32,65.0,€425K,1000.0,71,72,73,77,62,67,51,47,65,66,71,76,74,55,ST 
10177,20,79.0,€1.2M,10000.0,69,43,51,46,66,55,52,49,62,66,42,48,73,48,ST 
10199,28,65.0,€550K,8000.0,69,36,65,45,63,59,51,45,62,65,76,65,82,46,ST 
10206,27,65.0,€575K,1000.0,78,49,70,72,62,61,65,68,67,55,82,82,62,51,CAM ST RM 
10218,25,68.0,€700K,1000.0,65,35,60,58,59,60,30,35,52,69,63,56,73,42,ST 
10219,23,73.0,€800K,1000.0,42,28,47,54,63,48,33,36,46,66,58,56,87,38,ST 
10220,31,65.0,€475K,1000.0,76,74,80,80,66,67,60,61,65,62,77,84,61,51,LW RW ST 
10227,20,75.0,€875K,10000.0,69,58,67,70,67,61,57,58,67,57,67,67,65,66,ST LM RM 
10229,34,65.0,€280K,7000.0,33,88,32,30,43,65,43,46,45,68,34,70,93,33,ST 
10234,25,68.0,€675K,1000.0,75,48,73,61,64,68,64,66,63,58,77,90,75,60,ST RW 
10235,18,73.0,€725K,4000.0,72,31,63,63,62,58,66,46,68,65,67,56,66,55,ST LM 
10239,31,65.0,€475K,2000.0,54,61,65,57,61,70,40,41,59,63,69,72,73,65,ST 
10247,20,71.0,€750K,2000.0,86,62,89,85,62,60,40,43,72,60,83,78,39,65,ST LW 
10255,29,65.0,€525K,5000.0,70,40,64,53,58,64,53,58,66,60,74,69,74,65,ST LM RM 
10256,33,65.0,€350K,1000.0,76,53,81,85,71,61,66,72,70,61,74,63,66,62,RW ST 
10259,27,66.0,€625K,2000.0,75,33,82,69,66,66,62,64,68,67,67,70,60,67,ST 
10262,26,66.0,€650K,1000.0,73,74,72,75,59,63,61,53,62,66,65,55,79,49,LW RW ST 
10267,18,83.0,€1.1M,10000.0,74,43,68,68,60,55,41,59,62,67,76,59,66,49,ST 
10271,28,65.0,€550K,1000.0,69,59,69,62,63,56,40,53,57,67,69,62,67,55,ST 
10274,23,68.0,€675K,1000.0,83,55,84,84,71,63,52,61,66,61,75,73,50,60,ST RW 
10275,23,71.0,€750K,2000.0,77,64,76,68,64,60,58,45,68,61,78,73,71,55,ST CAM LW RW 
10276,23,71.0,€750K,4000.0,68,39,69,69,63,59,40,57,61,68,74,68,73,48,ST 
10278,28,65.0,€550K,3000.0,68,63,66,75,67,55,60,58,67,66,74,67,66,39,ST RM RW 
10286,30,65.0,€525K,3000.0,70,78,66,75,59,61,46,48,56,61,72,84,86,65,RM ST 
10296,23,71.0,€750K,6000.0,79,80,63,64,59,58,39,51,58,60,75,64,78,45,ST 
10307,24,71.0,€750K,7000.0,75,29,79,79,68,59,35,45,66,65,87,72,72,49,ST 
10326,29,65.0,€550K,2000.0,74,53,69,69,62,60,45,54,68,65,76,68,70,55,ST 
10327,29,65.0,€525K,4000.0,77,50,72,88,69,60,53,55,72,58,80,71,58,63,ST CAM 
10334,27,65.0,€575K,3000.0,83,58,62,71,66,54,48,51,62,67,74,65,74,59,ST 
10357,24,69.0,€725K,4000.0,85,33,62,66,60,65,53,45,60,61,75,76,64,62,ST 
10374,29,65.0,€525K,2000.0,72,50,79,76,72,61,65,67,68,62,75,48,67,60,ST LM RM 
10375,26,68.0,€675K,11000.0,77,65,74,71,70,57,39,31,54,64,78,69,88,46,ST 
10376,31,65.0,€475K,5000.0,47,61,50,55,62,50,36,39,61,68,55,60,73,49,ST 
10379,27,65.0,€575K,1000.0,59,58,60,58,67,57,34,41,59,58,66,54,79,38,ST 
10386,20,82.0,€1.2M,3000.0,87,45,86,77,64,65,48,60,63,67,83,69,65,55,ST 
10388,27,65.0,€575K,5000.0,75,25,80,82,66,50,34,31,67,64,76,61,40,51,RM CAM ST RW 
10404,28,65.0,€550K,1000.0,69,48,71,60,70,64,52,44,60,60,75,72,81,54,ST 
10406,28,65.0,€550K,7000.0,64,70,59,48,56,63,33,59,57,58,68,74,79,44,LM ST 
10409,25,67.0,€675K,4000.0,53,68,49,40,64,66,53,40,59,65,55,34,83,39,ST 
10411,23,72.0,€775K,21000.0,53,35,57,72,63,64,29,35,70,67,52,59,60,47,ST 
10415,23,72.0,€775K,6000.0,63,42,63,54,67,63,35,43,63,64,68,70,81,52,ST 
10417,32,65.0,€425K,8000.0,53,85,34,43,52,66,48,46,58,65,54,83,90,56,ST 
10421,28,65.0,€550K,2000.0,73,46,72,65,61,66,36,61,55,70,72,67,65,52,ST 
10422,25,67.0,€675K,5000.0,82,45,78,71,65,56,57,57,63,67,80,67,54,46,ST 
10423,32,65.0,€425K,13000.0,62,85,56,51,59,66,50,44,56,58,61,65,86,57,ST 
10441,28,65.0,€550K,5000.0,80,58,79,61,69,49,47,41,67,64,82,74,73,47,ST 
10451,28,65.0,€550K,6000.0,65,71,66,42,62,59,66,66,62,64,60,64,78,58,ST RM 
10457,19,80.0,€1.2M,14000.0,65,54,67,67,65,59,43,65,65,69,69,55,69,49,ST 
10458,26,66.0,€650K,4000.0,54,77,73,83,60,63,48,45,55,66,60,74,75,58,ST 
10460,28,65.0,€550K,5000.0,79,72,58,72,56,67,47,51,61,65,82,84,85,60,ST 
10480,25,67.0,€675K,4000.0,67,46,72,66,60,48,59,53,61,65,78,65,78,63,ST 
10487,20,75.0,€875K,12000.0,75,81,72,65,65,63,52,47,65,59,73,67,75,64,ST LM 
10488,24,71.0,€750K,3000.0,68,63,75,74,64,60,41,53,60,67,73,53,69,47,ST 
10495,31,65.0,€475K,1000.0,78,74,69,67,64,64,59,61,63,60,79,80,72,64,ST LM RM CM 
10511,24,71.0,€750K,2000.0,53,34,49,53,65,52,40,46,62,71,49,72,81,50,ST 
10512,24,68.0,€700K,8000.0,66,61,64,60,57,58,32,43,64,66,73,71,81,51,ST 
10521,25,65.0,€600K,5000.0,73,55,72,63,62,60,43,49,66,58,74,59,63,65,CAM ST 
10527,23,72.0,€775K,6000.0,60,70,55,70,57,60,36,40,55,72,62,70,94,70,ST 
10533,32,65.0,€425K,4000.0,68,53,73,60,68,61,61,68,69,59,68,59,57,63,LM ST RM 
10544,21,76.0,€950K,2000.0,78,40,76,65,65,48,57,40,63,59,75,76,76,55,RW ST 
10546,30,65.0,€525K,3000.0,32,60,53,44,57,56,22,41,52,63,55,63,90,54,ST 
10548,22,73.0,€800K,14000.0,61,33,66,69,60,59,53,47,59,69,68,68,65,49,ST 
10573,24,72.0,€775K,1000.0,63,36,67,64,65,57,33,56,63,66,61,64,78,40,ST 
10574,30,65.0,€525K,5000.0,68,64,69,60,65,60,63,47,72,62,70,72,66,42,ST 
10584,24,70.0,€725K,2000.0,77,60,78,85,68,61,43,65,71,61,75,75,56,56,ST 
10591,25,68.0,€700K,3000.0,58,64,52,54,67,65,34,53,61,60,65,61,72,50,ST 
10594,27,66.0,€625K,3000.0,70,60,66,62,62,60,49,50,61,62,74,59,78,54,LM ST 
10599,23,68.0,€700K,3000.0,59,44,50,54,61,60,55,49,63,65,66,59,71,62,ST 
10604,31,65.0,€475K,4000.0,91,76,91,87,66,63,49,52,69,64,84,69,69,51,ST 
10614,29,65.0,€550K,4000.0,54,66,65,60,68,70,51,55,60,62,60,78,78,58,ST 
10625,24,69.0,€725K,4000.0,76,30,76,79,62,65,34,40,59,62,80,67,60,45,CF ST 
10626,22,72.0,€775K,6000.0,64,29,55,58,55,54,34,43,53,66,67,58,82,50,ST 
10627,26,65.0,€600K,4000.0,70,59,75,68,67,53,55,63,68,62,69,53,58,57,ST 
10644,22,74.0,€850K,14000.0,71,61,76,81,73,55,50,43,72,63,74,67,56,55,ST 
10646,24,72.0,€775K,2000.0,72,49,68,56,60,44,21,66,62,65,69,63,66,44,ST 
10649,25,69.0,€700K,8000.0,33,62,32,33,61,69,26,27,52,68,42,60,91,57,ST 
10660,27,66.0,€625K,1000.0,65,45,59,59,65,63,50,46,58,65,64,59,66,50,ST 
10664,31,65.0,€475K,5000.0,77,45,77,83,67,72,51,38,67,62,74,62,58,56,RW LW ST 
10665,25,68.0,€675K,7000.0,76,51,67,58,67,59,60,57,64,64,82,60,68,58,RM CF ST LM 
10671,26,65.0,€575K,2000.0,64,42,77,61,69,75,63,66,72,64,63,66,62,67,ST LM 
10675,29,65.0,€550K,2000.0,52,42,59,54,73,58,31,38,67,68,58,64,64,61,ST 
10685,30,65.0,€525K,5000.0,89,27,86,88,65,66,52,55,69,68,87,62,39,68,RM ST 
10694,18,75.0,€800K,1000.0,70,31,80,85,69,55,62,59,70,67,67,44,41,56,ST LM RM 
10707,33,65.0,€350K,3000.0,50,69,45,44,63,59,55,30,52,65,52,89,84,48,ST 
10709,34,65.0,€280K,1000.0,32,61,38,40,62,66,48,59,39,73,30,40,93,58,ST 
10711,31,65.0,€475K,5000.0,69,73,70,65,62,63,57,64,61,60,69,72,68,59,ST 
10716,28,65.0,€550K,1000.0,54,48,42,57,61,43,36,35,60,68,51,57,80,53,ST 
10726,17,85.0,€1.1M,15000.0,82,31,81,79,68,58,53,47,67,61,73,64,56,59,CAM ST LW 
10732,22,72.0,€775K,13000.0,79,42,65,62,64,58,45,49,63,64,77,67,67,57,ST 
10737,27,65.0,€575K,1000.0,92,43,82,90,53,63,55,53,57,62,92,72,57,58,LM RM ST 
10739,25,65.0,€600K,1000.0,73,55,72,63,62,60,43,49,66,58,74,59,63,65,CAM ST 
10744,26,65.0,€575K,1000.0,73,59,71,69,67,48,59,60,68,65,75,72,60,53,ST RM 
10745,30,65.0,€525K,4000.0,45,56,36,55,63,61,33,52,54,72,57,52,89,52,ST 
10748,28,65.0,€550K,2000.0,76,56,66,84,63,59,53,62,60,65,61,78,67,55,CAM ST 
10751,22,73.0,€800K,2000.0,79,55,78,79,64,62,53,62,65,64,77,71,62,61,LM ST 
10754,30,65.0,€500K,3000.0,79,70,71,70,66,63,58,66,65,62,78,71,65,61,ST RM LM 
10756,21,74.0,€850K,8000.0,65,63,54,64,65,53,43,65,63,59,75,50,81,43,ST 
10762,30,65.0,€525K,2000.0,59,68,58,57,57,59,48,53,53,67,69,69,72,57,ST 
10767,21,77.0,€975K,10000.0,67,65,64,64,67,55,58,43,65,66,66,67,67,62,ST 
10768,20,73.0,€800K,3000.0,85,33,77,77,64,59,59,48,68,60,84,64,65,52,ST RM 
10769,23,69.0,€725K,1000.0,79,31,55,78,63,55,31,64,65,66,77,70,44,47,CAM ST 
10773,21,72.0,€0,0.0,87,54,80,69,69,58,47,42,67,68,89,73,64,43,ST 
10775,33,65.0,€350K,1000.0,79,40,79,75,61,64,56,51,60,64,76,68,63,59,ST 
10783,23,69.0,€700K,2000.0,83,43,82,69,63,65,58,53,68,63,85,64,71,51,ST RW LW 
10784,23,72.0,€775K,4000.0,85,65,70,70,62,50,35,53,65,64,86,64,74,55,LM ST 
10786,30,65.0,€525K,5000.0,75,56,72,71,65,54,47,46,63,69,76,71,49,52,ST 
10792,21,72.0,€775K,12000.0,73,55,75,67,63,69,55,59,63,68,75,63,57,59,ST 
10795,28,65.0,€550K,2000.0,88,51,73,57,57,70,49,45,59,66,78,67,74,47,CAM ST 
10805,30,65.0,€525K,7000.0,89,62,79,62,61,60,58,35,64,63,90,79,71,60,LM ST 
10807,30,65.0,€525K,4000.0,62,77,50,52,60,62,40,22,53,66,68,60,81,52,ST 
10815,23,72.0,€775K,6000.0,76,61,81,78,58,56,47,49,65,64,83,74,54,63,ST 
10830,26,67.0,€675K,3000.0,58,34,64,58,64,60,48,60,63,66,56,63,80,65,ST 
10837,26,68.0,€675K,1000.0,74,59,70,65,66,66,52,47,64,65,76,54,85,60,ST 
10842,23,71.0,€750K,5000.0,72,65,69,60,62,62,38,39,63,70,78,83,71,61,ST 
10843,29,65.0,€550K,4000.0,80,55,74,70,66,62,59,58,60,64,80,70,59,63,LM RW ST 
10859,26,65.0,€600K,8000.0,74,35,71,68,74,74,64,51,72,68,70,65,62,57,RW LW ST 
10862,24,71.0,€750K,5000.0,80,48,65,53,61,58,60,55,64,64,64,73,81,63,LM ST 
10867,22,73.0,€800K,4000.0,68,40,66,67,62,55,34,47,64,66,68,71,68,65,ST 
10868,27,66.0,€625K,4000.0,73,31,80,61,66,60,42,54,62,65,69,65,65,63,CAM ST 
10871,23,72.0,€775K,3000.0,54,55,55,54,60,59,35,27,65,67,55,64,80,57,ST 
10872,24,69.0,€725K,4000.0,62,64,57,54,66,61,48,60,64,65,67,63,72,62,ST 
10874,28,65.0,€0,0.0,66,57,55,58,65,60,51,46,61,64,68,60,75,49,ST 
10881,25,68.0,€675K,4000.0,78,63,74,85,62,67,70,65,63,61,77,71,76,66,ST CAM RM LM 
10885,23,74.0,€850K,4000.0,91,43,83,81,59,54,32,36,61,68,87,72,65,55,ST 
10891,18,78.0,€950K,2000.0,60,62,61,59,67,54,48,53,57,69,63,69,65,52,LW RW ST 
10892,18,78.0,€925K,6000.0,76,38,85,86,60,53,54,67,65,66,78,53,51,59,ST RW 
10895,27,64.0,€475K,5000.0,77,70,68,52,56,65,46,57,54,63,76,80,92,57,ST 
10901,20,75.0,€775K,1000.0,68,39,71,66,75,55,43,64,73,65,55,56,58,60,ST LW 
10902,26,65.0,€550K,1000.0,57,30,66,62,62,51,34,31,53,70,61,53,59,44,ST 
10917,22,69.0,€625K,3000.0,70,65,80,83,64,53,31,58,62,70,74,46,55,55,CF ST 
10923,24,67.0,€575K,2000.0,78,39,76,76,64,63,57,46,65,64,80,64,68,47,ST LW 
10928,24,69.0,€600K,1000.0,75,33,72,69,65,64,59,61,71,56,74,71,48,53,RM LW ST RW 
10929,27,64.0,€475K,1000.0,70,32,62,62,61,46,53,35,66,67,85,75,79,39,ST 
10934,29,64.0,€450K,1000.0,68,46,56,78,70,61,60,54,64,67,69,52,63,50,ST CAM LM LW 
10937,24,69.0,€625K,1000.0,76,72,70,51,63,62,27,54,64,61,67,60,82,37,RW ST 
10941,35,64.0,€210K,1000.0,63,43,51,59,57,48,47,49,59,64,67,67,80,52,ST 
10945,20,77.0,€875K,8000.0,84,57,74,61,65,49,54,52,66,62,82,71,78,58,ST RM 
10962,31,64.0,€400K,1000.0,87,42,72,54,62,60,55,53,61,62,85,71,73,59,ST RM 
10966,25,67.0,€575K,2000.0,67,54,58,70,66,65,65,48,67,58,68,61,71,58,ST LW RW 
10968,35,64.0,€210K,5000.0,47,59,50,49,60,71,47,57,61,60,38,60,78,64,ST 
10970,31,64.0,€400K,1000.0,58,53,59,60,56,66,51,52,57,65,73,34,85,49,ST 
10973,23,71.0,€650K,8000.0,84,67,72,71,61,52,49,34,60,64,86,69,73,55,ST 
10975,26,67.0,€575K,2000.0,77,54,65,56,63,55,42,68,61,62,75,58,72,57,LW ST 
10982,24,69.0,€625K,3000.0,72,38,70,56,66,55,62,44,66,62,70,65,66,57,ST 
10983,26,65.0,€550K,2000.0,74,38,59,63,65,55,53,39,63,68,71,63,71,48,ST 
10984,30,64.0,€425K,5000.0,70,42,62,75,64,55,45,49,54,68,74,63,58,54,ST 
10986,27,64.0,€475K,1000.0,48,76,39,34,54,55,23,30,52,66,64,62,89,55,ST 
10987,25,66.0,€550K,1000.0,63,30,63,59,62,64,53,34,61,62,72,65,76,42,ST 
10991,24,65.0,€550K,2000.0,85,36,70,56,65,52,43,44,64,65,86,55,59,58,ST 
10999,28,64.0,€475K,5000.0,76,48,69,71,63,62,41,58,64,65,78,63,58,38,ST 
11004,23,69.0,€625K,2000.0,64,81,37,53,63,53,32,37,61,63,71,66,88,54,ST 
11006,22,71.0,€650K,3000.0,82,53,83,83,66,58,65,40,64,65,80,70,50,56,LM ST 
11018,24,67.0,€575K,5000.0,71,54,50,46,62,61,48,50,59,60,70,78,75,58,ST 
11023,25,67.0,€575K,1000.0,55,47,67,74,73,59,47,61,68,66,56,53,80,55,CAM ST CF 
11028,27,65.0,€525K,3000.0,69,32,58,59,63,58,58,43,64,63,68,62,67,53,ST 
11031,20,78.0,€1M,12000.0,77,60,66,58,63,59,39,36,62,63,79,68,78,54,ST 
11036,37,64.0,€160K,8000.0,31,79,30,52,62,66,49,43,49,66,42,32,80,66,ST 
11037,20,74.0,€750K,4000.0,78,52,73,65,70,55,48,40,71,62,74,47,72,59,ST 
11039,22,72.0,€675K,1000.0,66,38,57,57,64,63,28,42,64,66,67,55,72,46,ST 
11040,21,76.0,€825K,7000.0,53,55,44,29,68,54,34,34,64,65,67,62,77,49,ST 
11041,25,66.0,€550K,6000.0,77,45,81,56,60,59,54,30,63,61,81,72,78,39,ST 
11060,25,67.0,€575K,2000.0,72,77,68,63,64,54,59,54,65,66,70,71,75,62,ST RW LW 
11066,24,67.0,€575K,6000.0,46,70,52,53,59,64,41,54,53,64,54,74,76,50,ST 
11076,24,70.0,€625K,4000.0,58,31,50,70,60,49,36,46,61,78,51,58,51,45,ST 
11079,18,81.0,€950K,2000.0,70,57,70,64,63,56,40,46,63,65,73,67,58,64,CAM ST 
11094,24,65.0,€550K,3000.0,64,69,72,76,65,59,59,59,62,61,67,61,63,49,ST 
11096,22,75.0,€775K,2000.0,90,30,79,80,56,56,58,69,68,64,85,60,67,61,ST RM 
11099,27,64.0,€475K,1000.0,67,25,70,68,64,55,35,31,62,66,65,45,68,49,ST 
11107,23,71.0,€650K,5000.0,74,59,76,74,67,62,63,65,69,63,67,49,57,60,RM ST 
11114,21,78.0,€1M,12000.0,78,29,79,78,63,57,66,43,70,60,75,72,41,45,ST LW 
11130,21,71.0,€650K,2000.0,84,52,80,82,63,60,42,50,67,62,85,69,64,49,ST 
11131,21,73.0,€700K,5000.0,72,31,57,71,66,49,37,42,65,65,62,71,66,55,ST 
11134,25,67.0,€575K,2000.0,81,78,76,62,63,52,53,54,66,56,81,75,63,57,RM LM ST 
11135,25,66.0,€550K,4000.0,74,59,75,76,64,60,59,50,66,61,67,60,68,56,ST RM LM 
11155,26,66.0,€550K,1000.0,78,55,85,83,67,61,57,57,68,64,76,73,49,63,RM LM CAM ST 
11168,23,70.0,€625K,2000.0,53,53,52,37,59,69,29,42,54,67,55,61,90,54,ST 
11179,31,64.0,€400K,2000.0,53,70,53,48,65,49,48,68,61,64,67,70,83,54,ST 
11180,26,65.0,€525K,8000.0,82,48,80,72,64,54,55,53,65,68,84,84,75,56,ST RM 
11182,19,76.0,€800K,15000.0,82,63,72,69,58,54,55,54,63,62,78,62,66,52,ST 
11183,17,84.0,€900K,5000.0,68,43,67,67,65,58,42,62,64,69,68,53,64,51,ST 
11186,21,73.0,€700K,3000.0,86,32,81,79,65,44,59,47,67,53,84,66,46,45,ST RM 
11187,23,71.0,€650K,3000.0,61,48,63,37,62,51,40,47,55,68,57,53,72,45,ST 
11190,29,64.0,€450K,7000.0,73,42,73,77,70,61,61,56,74,58,75,67,59,53,ST CAM 
11196,22,71.0,€650K,5000.0,78,31,81,79,68,47,51,49,70,64,75,61,48,49,CAM ST CF 
11198,28,64.0,€475K,1000.0,72,87,65,61,64,68,46,56,67,54,77,56,65,49,ST 
11199,20,78.0,€1M,2000.0,76,53,73,59,65,61,28,38,68,60,75,63,74,48,RM ST 
11200,20,75.0,€775K,6000.0,81,55,75,64,61,60,49,41,67,61,80,65,60,54,RW ST 
11208,24,68.0,€600K,4000.0,80,52,79,61,60,49,59,56,64,57,84,80,65,58,ST RM 
11212,20,79.0,€1M,9000.0,77,31,70,73,68,62,53,41,71,62,82,67,65,56,RM ST LM 
11213,22,72.0,€675K,4000.0,80,58,67,59,61,45,44,40,62,61,80,59,82,34,ST 
11217,25,69.0,€600K,2000.0,67,64,73,60,61,56,48,48,56,65,74,80,67,57,ST 
11228,24,68.0,€600K,3000.0,79,48,71,64,61,55,38,33,63,63,78,53,70,49,CAM RM ST 
11240,23,68.0,€600K,3000.0,80,29,70,66,63,57,42,31,62,59,64,60,73,43,ST 
11279,21,73.0,€700K,7000.0,93,31,85,72,65,55,53,60,72,53,92,63,41,53,ST LW RW 
11291,22,73.0,€700K,6000.0,65,73,53,62,60,58,39,52,56,59,69,70,82,48,RM ST 
11292,25,64.0,€500K,4000.0,35,52,37,40,63,61,63,59,40,73,41,47,82,52,ST 
11294,27,64.0,€475K,2000.0,85,47,74,60,61,54,56,60,64,59,84,72,60,50,ST LM 
11297,22,72.0,€675K,4000.0,83,34,79,78,62,58,48,55,68,64,87,64,51,52,RW ST LW 
11300,33,64.0,€280K,10000.0,34,77,34,40,65,71,58,54,62,60,48,52,90,59,ST 
11310,24,67.0,€0,0.0,80,36,71,72,68,54,64,55,65,54,77,55,58,56,ST LW 
11318,23,71.0,€650K,2000.0,86,57,74,74,59,54,59,45,64,64,82,49,59,49,RW ST 
11325,21,76.0,€825K,2000.0,83,41,72,73,62,54,52,61,70,65,80,60,57,52,LW ST 
11330,26,65.0,€550K,3000.0,69,42,77,74,65,61,62,55,67,60,64,53,63,47,LM ST 
11334,24,68.0,€600K,6000.0,71,53,63,58,61,56,35,58,67,68,74,63,70,51,ST 
11336,27,64.0,€475K,5000.0,55,49,72,75,64,58,46,45,59,67,61,72,55,48,ST 
11351,23,70.0,€625K,4000.0,78,41,70,76,65,59,43,36,62,63,82,68,66,45,ST 
11362,17,82.0,€900K,10000.0,79,42,71,67,69,55,39,59,71,64,77,59,58,54,ST 
11365,20,76.0,€800K,3000.0,76,46,72,78,67,60,52,56,71,63,74,67,64,59,ST RM 
11366,25,64.0,€500K,4000.0,84,31,91,91,71,66,72,66,75,64,71,61,39,64,LM CF ST 
11372,23,70.0,€625K,4000.0,84,75,58,60,63,56,43,50,63,55,89,68,83,42,ST 
11373,28,64.0,€475K,3000.0,70,65,71,59,58,54,29,56,52,64,78,71,74,39,ST 
11378,21,70.0,€625K,1000.0,63,45,60,59,70,50,39,41,62,61,66,63,77,56,ST 
11381,22,70.0,€625K,14000.0,78,48,90,84,70,55,50,63,72,66,68,55,31,61,CAM ST 
11383,20,77.0,€850K,1000.0,77,54,73,74,63,59,55,40,66,50,77,76,66,61,ST CM 
11391,24,71.0,€650K,5000.0,54,54,48,49,70,48,32,37,69,65,57,63,77,51,ST 
11396,29,64.0,€450K,5000.0,63,51,60,74,69,60,57,50,66,74,55,69,48,63,CAM LM ST 
11408,31,64.0,€400K,4000.0,35,60,37,34,58,54,32,32,54,65,49,59,81,52,ST 
11416,24,69.0,€625K,5000.0,79,74,72,60,62,65,46,50,61,67,74,59,56,56,CAM CF ST 
11428,27,64.0,€475K,4000.0,58,51,60,64,61,64,54,51,63,66,59,64,77,56,ST 
11430,19,77.0,€850K,5000.0,74,38,66,65,58,58,37,63,69,65,77,52,74,62,ST 
11431,34,64.0,€240K,2000.0,42,67,33,35,63,71,40,46,55,61,42,60,86,68,ST 
11433,26,67.0,€575K,6000.0,86,52,83,77,72,56,55,59,70,62,89,72,60,47,ST 
11441,30,64.0,€425K,7000.0,51,53,68,65,56,66,45,63,57,63,63,91,89,57,ST 
11443,29,64.0,€450K,4000.0,70,47,63,64,64,71,56,57,62,62,55,64,70,42,ST 
11452,28,64.0,€475K,4000.0,72,55,70,74,61,57,32,65,55,68,71,60,57,50,ST 
11456,25,64.0,€500K,2000.0,35,52,37,40,63,61,63,59,40,73,41,47,82,52,ST 
11460,23,74.0,€725K,9000.0,78,33,77,79,62,45,57,48,66,62,83,65,58,50,CAM ST LM 
11463,31,64.0,€400K,3000.0,86,69,69,55,55,50,59,52,62,59,86,70,66,64,ST RM RW 
11466,28,64.0,€475K,2000.0,65,29,63,73,63,57,41,47,66,67,68,56,71,49,CF LM ST 
11467,23,72.0,€675K,2000.0,83,49,71,70,65,56,59,56,67,67,88,67,52,53,ST LM RM 
11468,21,73.0,€700K,2000.0,71,46,69,56,62,57,35,34,61,66,69,60,68,47,RM ST 
11476,17,83.0,€900K,2000.0,63,32,59,61,60,57,36,41,62,66,65,70,73,55,RW LW ST 
11484,28,64.0,€475K,1000.0,78,64,69,85,61,54,42,59,64,62,68,75,74,45,ST 
11486,27,64.0,€475K,3000.0,73,50,73,74,59,63,50,49,60,59,77,75,71,55,CAM ST 
11489,18,74.0,€675K,9000.0,55,47,58,38,69,59,22,51,64,66,55,55,74,59,ST 
11492,31,64.0,€400K,3000.0,66,55,70,70,59,61,37,41,60,65,68,58,68,40,ST 
11503,25,64.0,€500K,2000.0,84,31,91,91,71,66,72,66,75,64,71,61,39,64,LM CF ST 
11504,29,64.0,€450K,9000.0,68,72,62,62,66,65,50,59,62,65,68,66,63,60,ST 
11519,21,74.0,€750K,11000.0,73,32,69,72,74,52,42,64,72,62,70,67,48,54,ST 
11522,22,72.0,€675K,3000.0,79,41,70,63,60,61,28,34,61,66,77,72,66,56,ST 
11528,21,74.0,€750K,9000.0,71,63,63,60,68,53,32,44,59,63,74,63,79,50,ST 
11529,29,64.0,€450K,2000.0,63,51,60,74,69,60,57,50,66,74,55,69,48,63,CAM LM ST 
11533,35,64.0,€210K,4000.0,41,63,29,70,69,70,39,50,52,64,49,63,98,62,ST 
11535,30,64.0,€425K,4000.0,76,49,63,73,58,58,54,37,55,66,72,72,70,59,ST 
11536,23,68.0,€600K,3000.0,80,65,79,77,68,48,63,53,65,68,74,56,67,56,RM ST LM 
11546,18,78.0,€950K,7000.0,71,57,57,68,67,61,36,45,68,68,78,70,55,55,ST 
11565,28,64.0,€475K,1000.0,79,38,67,64,70,55,70,69,69,64,67,69,40,60,ST 
